Competition,Matchday,Time,Home Team,Ranking Home Team,Away Team,Ranking Away Team,Attendance,Weather,Temperature (°C),Date,Weekday,Month,Year,Season,quarter,Stadium,Max Capacity,City,Province,Full Roof,PercentageAttendance,GDP_Real_lagQ,CPI_QoQ_Growth_%_lagQ,Employment_Rate_%_lagQ,Home Team Goals Scored,Away Team Goals Scored,Match Type,Home Team Outcome,Away Team Outcome,Day,Goals Scored in Last 5 Games,Goals Conceded in Last 5 Games,Number of Wins in Last 5 Games
Jupiler Pro League,23,16.0,Cercle Brugge,10,KAA Gent,4,4560,Partly cloudy,6.2,2023-01-29,Sunday,1,2023,2022/2023,1,Jan Breydel Stadion,29062.0,Bruges,VWV,0.0,0.15690592526323033,109285.9,3.09126067572649,66.8,3,2,Normal Time,Win,Loss,29,12.0,5.0,3.0
Jupiler Pro League,23,13.0,RSC Anderlecht,12,Royal Antwerp,3,21500,Partly cloudy,2.4,2023-01-29,Sunday,1,2023,2022/2023,1,Lotto Park,22500.0,Anderlecht (Brussels),BRU,1.0,0.9555555555555556,109285.9,3.09126067572649,66.8,0,0,Normal Time,Draw,Draw,29,5.0,9.0,1.0
Jupiler Pro League,23,18.0,Zulte Waregem,16,Club Brugge,5,9947,Partly cloudy,5.4,2023-01-29,Sunday,1,2023,2022/2023,1,Regenboogstadion,12400.0,Waregem,WVL,0.0,0.8021774193548387,109285.9,3.09126067572649,66.8,1,2,Normal Time,Loss,Win,29,11.0,11.0,2.0
Jupiler Pro League,23,21.0,Genk,1,RFC Seraing,18,13267,Partly cloudy,1.8,2023-01-29,Sunday,1,2023,2022/2023,1,Cegeka Arena,23500.0,Genk,LIM,1.0,0.5645531914893617,109285.9,3.09126067572649,66.8,4,0,Normal Time,Win,Loss,29,17.0,4.0,5.0
Jupiler Pro League,24,16.0,Cercle Brugge,8,Standard Liège,6,4535,Partly cloudy,9.6,2023-02-04,Saturday,2,2023,2022/2023,1,Jan Breydel Stadion,29062.0,Bruges,VWV,0.0,0.1560456954098135,109285.9,3.09126067572649,66.8,1,1,Normal Time,Draw,Draw,4,10.0,6.0,3.0
Jupiler Pro League,24,20.0,Sint-Truiden,9,KV Kortrijk,14,3200,Partly cloudy,7.8,2023-02-04,Saturday,2,2023,2022/2023,1,Stayen,14600.0,Sint-Truiden,LIM,1.0,0.2191780821917808,109285.9,3.09126067572649,66.8,1,0,Normal Time,Win,Loss,4,3.0,5.0,1.0
Jupiler Pro League,24,19.0,Union SG,2,Zulte Waregem,16,5500,Partly cloudy,6.4,2023-02-05,Sunday,2,2023,2022/2023,1,Joseph Marien Stadium,9400.0,Forest (Brussels),BRU,0.0,0.5851063829787234,109285.9,3.09126067572649,66.8,4,0,Normal Time,Win,Loss,5,9.0,3.0,3.0
Jupiler Pro League,24,18.0,KAA Gent,5,Genk,1,14933,Partly cloudy,6.8,2023-02-05,Sunday,2,2023,2022/2023,1,Ghelamco Arena,20000.0,Ghent,VOV,1.0,0.74665,109285.9,3.09126067572649,66.8,2,3,Normal Time,Loss,Win,5,6.0,2.0,3.0
Jupiler Pro League,24,13.0,Royal Antwerp,3,Club Brugge,4,15000,Drizzle,8.1,2023-02-05,Sunday,2,2023,2022/2023,1,Bosuilstadion,16644.0,Antwerp,ANT,0.0,0.9012256669069935,109285.9,3.09126067572649,66.8,0,0,Normal Time,Draw,Draw,5,10.0,4.0,3.0
Jupiler Pro League,24,16.0,KV Mechelen,12,R Charleroi SC,13,10980,Partly cloudy,8.0,2023-02-05,Sunday,2,2023,2022/2023,1,AFAS Stadion,16500.0,Mechelen,ANT,0.0,0.6654545454545454,109285.9,3.09126067572649,66.8,2,2,Normal Time,Draw,Draw,5,10.0,7.0,3.0
Jupiler Pro League,25,20.0,Club Brugge,4,Union SG,2,20491,Partly cloudy,5.6,2023-02-10,Friday,2,2023,2022/2023,1,Jan Breydel Stadion,29062.0,Bruges,VWV,0.0,0.705078797054573,109285.9,3.09126067572649,66.8,1,1,Normal Time,Draw,Draw,10,10.0,8.0,1.0
Jupiler Pro League,25,20.0,OH Leuven,11,Cercle Brugge,9,6500,Partly cloudy,6.2,2023-02-10,Friday,2,2023,2022/2023,1,Den Dreef,10500.0,Leuven,VBR,1.0,0.6190476190476191,109285.9,3.09126067572649,66.8,0,0,Normal Time,Draw,Draw,10,10.0,6.0,1.0
Jupiler Pro League,25,16.0,KVC Westerlo,7,KAA Gent,5,6000,Drizzle,8.1,2023-02-11,Saturday,2,2023,2022/2023,1,Het Kuipje,8000.0,Westerlo,ANT,0.0,0.75,109285.9,3.09126067572649,66.8,3,3,Normal Time,Draw,Draw,11,14.0,8.0,2.0
Jupiler Pro League,25,18.0,R Charleroi SC,13,RFC Seraing,17,4573,Partly cloudy,7.3,2023-02-11,Saturday,2,2023,2022/2023,1,Stade du Pays de Charleroi,15000.0,Charleroi,WHT,0.0,0.3048666666666667,109285.9,3.09126067572649,66.8,3,0,Normal Time,Win,Loss,11,3.0,8.0,2.0
Jupiler Pro League,25,13.0,Genk,1,Royal Antwerp,3,19352,Partly cloudy,7.6,2023-02-12,Sunday,2,2023,2022/2023,1,Cegeka Arena,23500.0,Genk,LIM,1.0,0.8234893617021276,109285.9,3.09126067572649,66.8,0,1,Normal Time,Loss,Win,12,15.0,3.0,5.0
Jupiler Pro League,25,18.0,Standard Liège,6,KV Kortrijk,15,18134,Partly cloudy,8.0,2023-02-12,Sunday,2,2023,2022/2023,1,Stade Maurice Dufrasne,27670.0,Liège,LIE,0.0,0.6553668232743043,109285.9,3.09126067572649,66.8,0,2,Normal Time,Loss,Win,12,13.0,5.0,3.0
Jupiler Pro League,25,16.0,RSC Anderlecht,10,Sint-Truiden,8,17000,Partly cloudy,8.0,2023-02-12,Sunday,2,2023,2022/2023,1,Lotto Park,22500.0,Anderlecht (Brussels),BRU,1.0,0.7555555555555555,109285.9,3.09126067572649,66.8,3,1,Normal Time,Win,Loss,12,5.0,8.0,1.0
Jupiler Pro League,25,19.0,Zulte Waregem,16,KV Oostende,18,7474,Partly cloudy,7.0,2023-02-12,Sunday,2,2023,2022/2023,1,Regenboogstadion,12400.0,Waregem,WVL,0.0,0.602741935483871,109285.9,3.09126067572649,66.8,1,1,Normal Time,Draw,Draw,12,9.0,11.0,1.0
Jupiler Pro League,26,20.0,KV Mechelen,13,Genk,1,12879,Partly cloudy,10.8,2023-02-17,Friday,2,2023,2022/2023,1,AFAS Stadion,16500.0,Mechelen,ANT,0.0,0.7805454545454545,109285.9,3.09126067572649,66.8,2,2,Normal Time,Draw,Draw,17,10.0,8.0,2.0
Jupiler Pro League,26,20.0,Union SG,2,Standard Liège,6,6957,Partly cloudy,10.3,2023-02-18,Saturday,2,2023,2022/2023,1,Joseph Marien Stadium,9400.0,Forest (Brussels),BRU,0.0,0.7401063829787234,109285.9,3.09126067572649,66.8,2,4,Normal Time,Loss,Win,18,11.0,1.0,4.0
Jupiler Pro League,26,16.0,Royal Antwerp,3,KAS Eupen,15,10368,Partly cloudy,10.8,2023-02-18,Saturday,2,2023,2022/2023,1,Bosuilstadion,16644.0,Antwerp,ANT,0.0,0.6229271809661139,109285.9,3.09126067572649,66.8,2,0,Normal Time,Win,Loss,18,7.0,4.0,2.0
Jupiler Pro League,26,16.0,KAA Gent,5,OH Leuven,11,12289,Drizzle,9.2,2023-02-19,Sunday,2,2023,2022/2023,1,Ghelamco Arena,20000.0,Ghent,VOV,1.0,0.61445,109285.9,3.09126067572649,66.8,2,0,Normal Time,Win,Loss,19,6.0,4.0,2.0
Jupiler Pro League,26,19.0,Sint-Truiden,9,KVC Westerlo,7,6400,Drizzle,8.1,2023-02-19,Sunday,2,2023,2022/2023,1,Stayen,14600.0,Sint-Truiden,LIM,1.0,0.4383561643835616,109285.9,3.09126067572649,66.8,0,1,Normal Time,Loss,Win,19,4.0,5.0,2.0
Jupiler Pro League,26,13.0,Cercle Brugge,8,Club Brugge,4,12488,Partly cloudy,9.7,2023-02-19,Sunday,2,2023,2022/2023,1,Jan Breydel Stadion,29062.0,Bruges,VWV,0.0,0.4297020163787764,109285.9,3.09126067572649,66.8,2,2,Normal Time,Draw,Draw,19,7.0,6.0,2.0
Jupiler Pro League,27,20.0,Zulte Waregem,16,KV Kortrijk,14,9089,Clear or mostly clear,5.4,2023-02-24,Friday,2,2023,2022/2023,1,Regenboogstadion,12400.0,Waregem,WVL,0.0,0.732983870967742,109285.9,3.09126067572649,66.8,3,3,Normal Time,Draw,Draw,24,10.0,9.0,1.0
Jupiler Pro League,27,20.0,KVC Westerlo,7,Union SG,2,6500,Clear or mostly clear,3.4,2023-02-25,Saturday,2,2023,2022/2023,1,Het Kuipje,8000.0,Westerlo,ANT,0.0,0.8125,109285.9,3.09126067572649,66.8,4,2,Normal Time,Win,Loss,25,11.0,11.0,1.0
Jupiler Pro League,27,18.0,Genk,1,KV Oostende,17,16287,Clear or mostly clear,5.2,2023-02-25,Saturday,2,2023,2022/2023,1,Cegeka Arena,23500.0,Genk,LIM,1.0,0.693063829787234,109285.9,3.09126067572649,66.8,3,0,Normal Time,Win,Loss,25,12.0,3.0,4.0
Jupiler Pro League,27,13.0,Club Brugge,4,KAA Gent,5,22000,Clear or mostly clear,4.1,2023-02-26,Sunday,2,2023,2022/2023,1,Jan Breydel Stadion,29062.0,Bruges,VWV,0.0,0.757002271006813,109285.9,3.09126067572649,66.8,2,0,Normal Time,Win,Loss,26,7.0,7.0,0.0
Jupiler Pro League,27,16.0,OH Leuven,12,Royal Antwerp,3,7726,Partly cloudy,4.3,2023-02-26,Sunday,2,2023,2022/2023,1,Den Dreef,10500.0,Leuven,VBR,1.0,0.7358095238095238,109285.9,3.09126067572649,66.8,1,1,Normal Time,Draw,Draw,26,9.0,5.0,1.0
Jupiler Pro League,27,18.0,RSC Anderlecht,9,Standard Liège,6,21500,Clear or mostly clear,3.9,2023-02-26,Sunday,2,2023,2022/2023,1,Lotto Park,22500.0,Anderlecht (Brussels),BRU,1.0,0.9555555555555556,109285.9,3.09126067572649,66.8,2,2,Normal Time,Draw,Draw,26,8.0,8.0,2.0
Jupiler Pro League,27,19.0,R Charleroi SC,11,Sint-Truiden,10,4606,Clear or mostly clear,1.9,2023-02-26,Sunday,2,2023,2022/2023,1,Stade du Pays de Charleroi,15000.0,Charleroi,WHT,0.0,0.30706666666666665,109285.9,3.09126067572649,66.8,1,0,Normal Time,Win,Loss,26,5.0,8.0,2.0
Jupiler Pro League,28,20.0,Standard Liège,6,KVC Westerlo,7,19093,Partly cloudy,5.3,2023-03-04,Saturday,3,2023,2022/2023,1,Stade Maurice Dufrasne,27670.0,Liège,LIE,0.0,0.6900252981568485,109285.9,3.09126067572649,66.8,2,0,Normal Time,Win,Loss,4,8.0,7.0,2.0
Jupiler Pro League,28,18.0,Cercle Brugge,8,RFC Seraing,18,4017,Partly cloudy,6.8,2023-03-04,Saturday,3,2023,2022/2023,1,Jan Breydel Stadion,29062.0,Bruges,VWV,0.0,0.13822173284701672,109285.9,3.09126067572649,66.8,3,1,Normal Time,Win,Loss,4,7.0,7.0,1.0
Jupiler Pro League,28,18.0,OH Leuven,13,Zulte Waregem,16,6350,Partly cloudy,6.8,2023-03-04,Saturday,3,2023,2022/2023,1,Den Dreef,10500.0,Leuven,VBR,1.0,0.6047619047619047,109285.9,3.09126067572649,66.8,4,2,Normal Time,Win,Loss,4,5.0,6.0,0.0
Jupiler Pro League,28,19.0,Union SG,2,KAS Eupen,15,4454,Partly cloudy,3.8,2023-03-05,Sunday,3,2023,2022/2023,1,Joseph Marien Stadium,9400.0,Forest (Brussels),BRU,0.0,0.47382978723404257,109285.9,3.09126067572649,66.8,2,1,Normal Time,Win,Loss,5,12.0,4.0,4.0
Jupiler Pro League,28,18.0,KAA Gent,5,RSC Anderlecht,9,17470,Partly cloudy,4.4,2023-03-05,Sunday,3,2023,2022/2023,1,Ghelamco Arena,20000.0,Ghent,VOV,1.0,0.8735,109285.9,3.09126067572649,66.8,1,0,Normal Time,Win,Loss,5,6.0,4.0,2.0
Jupiler Pro League,28,16.0,Royal Antwerp,3,KV Mechelen,12,14144,Drizzle,5.0,2023-03-05,Sunday,3,2023,2022/2023,1,Bosuilstadion,16644.0,Antwerp,ANT,0.0,0.8497957221821677,109285.9,3.09126067572649,66.8,5,0,Normal Time,Win,Loss,5,8.0,1.0,3.0
Jupiler Pro League,28,13.0,Sint-Truiden,11,Genk,1,9783,Drizzle,4.7,2023-03-05,Sunday,3,2023,2022/2023,1,Stayen,14600.0,Sint-Truiden,LIM,1.0,0.670068493150685,109285.9,3.09126067572649,66.8,2,2,Normal Time,Draw,Draw,5,4.0,5.0,2.0
Jupiler Pro League,29,20.0,R Charleroi SC,9,OH Leuven,11,6000,Partly cloudy,1.9,2023-03-10,Friday,3,2023,2022/2023,1,Stade du Pays de Charleroi,15000.0,Charleroi,WHT,0.0,0.4,109285.9,3.09126067572649,66.8,0,1,Normal Time,Loss,Win,10,6.0,3.0,3.0
Jupiler Pro League,29,18.0,KVC Westerlo,7,KV Kortrijk,14,4500,Partly cloudy,6.2,2023-03-11,Saturday,3,2023,2022/2023,1,Het Kuipje,8000.0,Westerlo,ANT,0.0,0.5625,109285.9,3.09126067572649,66.8,3,1,Normal Time,Win,Loss,11,12.0,10.0,2.0
Jupiler Pro League,29,16.0,KV Mechelen,13,Sint-Truiden,12,11855,Partly cloudy,6.7,2023-03-11,Saturday,3,2023,2022/2023,1,AFAS Stadion,16500.0,Mechelen,ANT,0.0,0.7184848484848485,109285.9,3.09126067572649,66.8,1,0,Normal Time,Win,Loss,11,10.0,8.0,2.0
Jupiler Pro League,29,18.0,Genk,1,Union SG,2,21212,Partly cloudy,11.5,2023-03-12,Sunday,3,2023,2022/2023,1,Cegeka Arena,23500.0,Genk,LIM,1.0,0.9026382978723404,109285.9,3.09126067572649,66.8,1,2,Normal Time,Loss,Win,12,11.0,2.0,4.0
Jupiler Pro League,29,16.0,Zulte Waregem,17,KAA Gent,5,7094,Partly cloudy,12.7,2023-03-12,Sunday,3,2023,2022/2023,1,Regenboogstadion,12400.0,Waregem,WVL,0.0,0.5720967741935484,109285.9,3.09126067572649,66.8,2,6,Normal Time,Loss,Win,12,8.0,7.0,1.0
Jupiler Pro League,29,13.0,Club Brugge,4,Standard Liège,6,21485,Drizzle,10.5,2023-03-12,Sunday,3,2023,2022/2023,1,Jan Breydel Stadion,29062.0,Bruges,VWV,0.0,0.7392815360264262,109285.9,3.09126067572649,66.8,2,0,Normal Time,Win,Loss,12,7.0,5.0,1.0
Jupiler Pro League,29,19.0,RSC Anderlecht,10,Cercle Brugge,8,18243,Partly cloudy,11.2,2023-03-12,Sunday,3,2023,2022/2023,1,Lotto Park,22500.0,Anderlecht (Brussels),BRU,1.0,0.8108,109285.9,3.09126067572649,66.8,2,0,Normal Time,Win,Loss,12,6.0,8.0,1.0
Jupiler Pro League,30,20.0,Cercle Brugge,8,Genk,1,4786,Partly cloudy,12.6,2023-03-17,Friday,3,2023,2022/2023,1,Jan Breydel Stadion,29062.0,Bruges,VWV,0.0,0.1646824031381185,109285.9,3.09126067572649,66.8,1,1,Normal Time,Draw,Draw,17,10.0,7.0,2.0
Jupiler Pro League,30,20.0,Standard Liège,6,Zulte Waregem,17,18073,Clear or mostly clear,12.5,2023-03-18,Saturday,3,2023,2022/2023,1,Stade Maurice Dufrasne,27670.0,Liège,LIE,0.0,0.6531622696060716,109285.9,3.09126067572649,66.8,2,2,Normal Time,Draw,Draw,18,8.0,4.0,3.0
Jupiler Pro League,30,18.0,Sint-Truiden,13,RFC Seraing,18,4538,Partly cloudy,15.0,2023-03-18,Saturday,3,2023,2022/2023,1,Stayen,14600.0,Sint-Truiden,LIM,1.0,0.31082191780821916,109285.9,3.09126067572649,66.8,2,1,Normal Time,Win,Loss,18,4.0,7.0,1.0
Jupiler Pro League,30,18.0,Union SG,2,KV Mechelen,12,6168,Partly cloudy,10.0,2023-03-19,Sunday,3,2023,2022/2023,1,Joseph Marien Stadium,9400.0,Forest (Brussels),BRU,0.0,0.6561702127659574,109285.9,3.09126067572649,66.8,2,1,Normal Time,Win,Loss,19,11.0,5.0,4.0
Jupiler Pro League,30,19.0,KAA Gent,5,KAS Eupen,15,12253,Partly cloudy,8.9,2023-03-19,Sunday,3,2023,2022/2023,1,Ghelamco Arena,20000.0,Ghent,VOV,1.0,0.61265,109285.9,3.09126067572649,66.8,3,0,Normal Time,Win,Loss,19,7.0,4.0,3.0
Jupiler Pro League,30,13.0,Royal Antwerp,3,R Charleroi SC,11,14577,Partly cloudy,11.1,2023-03-19,Sunday,3,2023,2022/2023,1,Bosuilstadion,16644.0,Antwerp,ANT,0.0,0.8758111031002163,109285.9,3.09126067572649,66.8,0,1,Normal Time,Loss,Win,19,13.0,1.0,4.0
Jupiler Pro League,30,16.0,OH Leuven,10,RSC Anderlecht,9,9075,Partly cloudy,12.8,2023-03-19,Sunday,3,2023,2022/2023,1,Den Dreef,10500.0,Leuven,VBR,1.0,0.8642857142857143,109285.9,3.09126067572649,66.8,0,2,Normal Time,Loss,Win,19,7.0,5.0,1.0
Jupiler Pro League,31,20.0,Zulte Waregem,17,Royal Antwerp,3,7381,Drizzle,9.8,2023-03-31,Friday,3,2023,2022/2023,1,Regenboogstadion,12400.0,Waregem,WVL,0.0,0.5952419354838709,109285.9,3.09126067572649,66.8,0,2,Normal Time,Loss,Win,31,8.0,13.0,0.0
Jupiler Pro League,31,18.0,KVC Westerlo,6,R Charleroi SC,9,4500,Drizzle,9.4,2023-04-01,Saturday,4,2023,2022/2023,2,Het Kuipje,8000.0,Westerlo,ANT,0.0,0.5625,109659.4,-0.3621206200338539,66.6,2,3,Normal Time,Loss,Win,1,14.0,9.0,3.0
Jupiler Pro League,31,16.0,Cercle Brugge,10,KV Kortrijk,14,4719,Drizzle,8.3,2023-04-01,Saturday,4,2023,2022/2023,2,Jan Breydel Stadion,29062.0,Bruges,VWV,0.0,0.16237698713096138,109659.4,-0.3621206200338539,66.6,2,0,Normal Time,Win,Loss,1,10.0,7.0,2.0
Jupiler Pro League,31,19.0,Union SG,2,Sint-Truiden,12,6365,Partly cloudy,7.4,2023-04-02,Sunday,4,2023,2022/2023,2,Joseph Marien Stadium,9400.0,Forest (Brussels),BRU,0.0,0.6771276595744681,109659.4,-0.3621206200338539,66.6,2,1,Normal Time,Win,Loss,2,11.0,6.0,4.0
Jupiler Pro League,31,18.0,KV Mechelen,13,Club Brugge,5,14125,Partly cloudy,8.2,2023-04-02,Sunday,4,2023,2022/2023,2,AFAS Stadion,16500.0,Mechelen,ANT,0.0,0.8560606060606061,109659.4,-0.3621206200338539,66.6,0,3,Normal Time,Loss,Win,2,10.0,7.0,3.0
Jupiler Pro League,31,13.0,Genk,1,OH Leuven,11,17264,Partly cloudy,6.4,2023-04-02,Sunday,4,2023,2022/2023,2,Cegeka Arena,23500.0,Genk,LIM,1.0,0.7346382978723405,109659.4,-0.3621206200338539,66.6,2,1,Normal Time,Win,Loss,2,9.0,3.0,3.0
Jupiler Pro League,32,20.0,Club Brugge,5,RFC Seraing,18,17690,Clear or mostly clear,7.9,2023-04-07,Friday,4,2023,2022/2023,2,Jan Breydel Stadion,29062.0,Bruges,VWV,0.0,0.608698644277751,109659.4,-0.3621206200338539,66.6,2,0,Normal Time,Win,Loss,7,8.0,4.0,2.0
Jupiler Pro League,32,20.0,KAA Gent,4,Union SG,2,17200,Partly cloudy,10.8,2023-04-08,Saturday,4,2023,2022/2023,2,Ghelamco Arena,20000.0,Ghent,VOV,1.0,0.86,109659.4,-0.3621206200338539,66.6,1,1,Normal Time,Draw,Draw,8,8.0,3.0,3.0
Jupiler Pro League,32,16.0,OH Leuven,11,KV Mechelen,13,6916,Drizzle,12.7,2023-04-08,Saturday,4,2023,2022/2023,2,Den Dreef,10500.0,Leuven,VBR,1.0,0.6586666666666666,109659.4,-0.3621206200338539,66.6,4,1,Normal Time,Win,Loss,8,6.0,6.0,1.0
Jupiler Pro League,32,18.0,R Charleroi SC,9,Zulte Waregem,17,8334,Partly cloudy,11.5,2023-04-08,Saturday,4,2023,2022/2023,2,Stade du Pays de Charleroi,15000.0,Charleroi,WHT,0.0,0.5556,109659.4,-0.3621206200338539,66.6,3,2,Normal Time,Win,Loss,8,6.0,3.0,3.0
Jupiler Pro League,32,16.0,Royal Antwerp,3,Cercle Brugge,10,15000,Drizzle,15.0,2023-04-09,Sunday,4,2023,2022/2023,2,Bosuilstadion,16644.0,Antwerp,ANT,0.0,0.9012256669069935,109659.4,-0.3621206200338539,66.6,2,1,Normal Time,Win,Loss,9,11.0,2.0,3.0
Jupiler Pro League,32,13.0,RSC Anderlecht,8,KVC Westerlo,7,18000,Partly cloudy,14.5,2023-04-09,Sunday,4,2023,2022/2023,2,Lotto Park,22500.0,Anderlecht (Brussels),BRU,1.0,0.8,109659.4,-0.3621206200338539,66.6,0,0,Normal Time,Draw,Draw,9,8.0,6.0,2.0
Jupiler Pro League,32,18.0,Standard Liège,6,Genk,1,24595,Partly cloudy,14.1,2023-04-09,Sunday,4,2023,2022/2023,2,Stade Maurice Dufrasne,27670.0,Liège,LIE,0.0,0.8888688109866281,109659.4,-0.3621206200338539,66.6,2,0,Normal Time,Win,Loss,9,9.0,5.0,3.0
Jupiler Pro League,33,20.0,Standard Liège,6,R Charleroi SC,8,25472,Clear or mostly clear,9.9,2023-04-14,Friday,4,2023,2022/2023,2,Stade Maurice Dufrasne,27670.0,Liège,LIE,0.0,0.9205637874954825,109659.4,-0.3621206200338539,66.6,3,1,Normal Time,Win,Loss,14,9.0,5.0,3.0
Jupiler Pro League,33,20.0,KVC Westerlo,7,Club Brugge,5,8000,Partly cloudy,10.2,2023-04-15,Saturday,4,2023,2022/2023,2,Het Kuipje,8000.0,Westerlo,ANT,0.0,1.0,109659.4,-0.3621206200338539,66.6,0,0,Normal Time,Draw,Draw,15,14.0,9.0,3.0
Jupiler Pro League,33,18.0,Cercle Brugge,10,Sint-Truiden,12,5364,Clear or mostly clear,10.4,2023-04-15,Saturday,4,2023,2022/2023,2,Jan Breydel Stadion,29062.0,Bruges,VWV,0.0,0.18457091734911568,109659.4,-0.3621206200338539,66.6,3,1,Normal Time,Win,Loss,15,9.0,5.0,2.0
Jupiler Pro League,33,19.0,Union SG,2,RFC Seraing,18,5637,Partly cloudy,9.9,2023-04-16,Sunday,4,2023,2022/2023,2,Joseph Marien Stadium,9400.0,Forest (Brussels),BRU,0.0,0.5996808510638297,109659.4,-0.3621206200338539,66.6,2,1,Normal Time,Win,Loss,16,12.0,7.0,4.0
Jupiler Pro League,33,16.0,KV Mechelen,13,KAA Gent,4,11877,Partly cloudy,9.8,2023-04-16,Sunday,4,2023,2022/2023,2,AFAS Stadion,16500.0,Mechelen,ANT,0.0,0.7198181818181818,109659.4,-0.3621206200338539,66.6,1,1,Normal Time,Draw,Draw,16,8.0,9.0,2.0
Jupiler Pro League,33,18.0,Royal Antwerp,3,KV Kortrijk,14,12835,Partly cloudy,10.5,2023-04-16,Sunday,4,2023,2022/2023,2,Bosuilstadion,16644.0,Antwerp,ANT,0.0,0.7711487623167508,109659.4,-0.3621206200338539,66.6,1,0,Normal Time,Win,Loss,16,9.0,2.0,3.0
Jupiler Pro League,33,13.0,Genk,1,RSC Anderlecht,9,19845,Drizzle,10.6,2023-04-16,Sunday,4,2023,2022/2023,2,Cegeka Arena,23500.0,Genk,LIM,1.0,0.8444680851063829,109659.4,-0.3621206200338539,66.6,5,2,Normal Time,Win,Loss,16,10.0,4.0,3.0
Jupiler Pro League,34,18.0,KAA Gent,4,KV Oostende,17,16302,Rainy,11.7,2023-04-23,Sunday,4,2023,2022/2023,2,Ghelamco Arena,20000.0,Ghent,VOV,1.0,0.8151,109659.4,-0.3621206200338539,66.6,1,2,Normal Time,Loss,Win,23,9.0,4.0,3.0
Jupiler Pro League,34,13.0,Sint-Truiden,12,Royal Antwerp,3,7245,Drizzle,13.4,2023-04-23,Sunday,4,2023,2022/2023,2,Stayen,14600.0,Sint-Truiden,LIM,1.0,0.49623287671232874,109659.4,-0.3621206200338539,66.6,0,1,Normal Time,Loss,Win,23,5.0,7.0,2.0
Jupiler Pro League,34,18.0,OH Leuven,11,Standard Liège,6,8353,Drizzle,13.3,2023-04-23,Sunday,4,2023,2022/2023,2,Den Dreef,10500.0,Leuven,VBR,1.0,0.7955238095238095,109659.4,-0.3621206200338539,66.6,3,2,Normal Time,Win,Loss,23,9.0,6.0,2.0
Jupiler Pro League,34,18.0,Zulte Waregem,16,Cercle Brugge,9,12291,Drizzle,11.5,2023-04-23,Sunday,4,2023,2022/2023,2,Regenboogstadion,12400.0,Waregem,WVL,0.0,0.9912096774193548,109659.4,-0.3621206200338539,66.6,2,3,Normal Time,Loss,Win,23,7.0,14.0,0.0
Jupiler Pro League,34,18.0,RSC Anderlecht,10,KV Mechelen,13,21900,Partly cloudy,12.7,2023-04-23,Sunday,4,2023,2022/2023,2,Lotto Park,22500.0,Anderlecht (Brussels),BRU,1.0,0.9733333333333334,109659.4,-0.3621206200338539,66.6,2,3,Normal Time,Loss,Win,23,7.0,3.0,2.0
Jupiler Pro League,34,18.0,R Charleroi SC,8,Genk,1,12000,Drizzle,12.9,2023-04-23,Sunday,4,2023,2022/2023,2,Stade du Pays de Charleroi,15000.0,Charleroi,WHT,0.0,0.8,109659.4,-0.3621206200338539,66.6,2,2,Normal Time,Draw,Draw,23,7.0,4.0,3.0
Jupiler Pro League,34,18.0,Club Brugge,5,KAS Eupen,15,27000,Rainy,11.6,2023-04-23,Sunday,4,2023,2022/2023,2,Jan Breydel Stadion,29062.0,Bruges,VWV,0.0,0.9290482416901796,109659.4,-0.3621206200338539,66.6,7,0,Normal Time,Win,Loss,23,9.0,3.0,3.0
Jupiler Pro League,1,20.0,Union SG,1,RSC Anderlecht,2,7000,Clear or mostly clear,22.3,2023-07-28,Friday,7,2023,2023/2024,3,Joseph Marien Stadium,9400.0,Forest (Brussels),BRU,0.0,0.7446808510638298,110042.4,-0.321602259059782,65.9,2,0,Normal Time,Win,Loss,28,10.0,8.0,4.0
Jupiler Pro League,1,16.0,KAA Gent,7,KV Kortrijk,15,12593,Partly cloudy,21.1,2023-07-30,Sunday,7,2023,2023/2024,3,Ghelamco Arena,20000.0,Ghent,VOV,1.0,0.62965,110042.4,-0.321602259059782,65.9,3,2,Normal Time,Win,Loss,30,8.0,3.0,3.0
Jupiler Pro League,1,13.0,Royal Antwerp,3,Cercle Brugge,5,12277,Drizzle,19.7,2023-07-30,Sunday,7,2023,2023/2024,3,Bosuilstadion,16644.0,Antwerp,ANT,0.0,0.7376231675078107,110042.4,-0.321602259059782,65.9,1,0,Normal Time,Win,Loss,30,10.0,2.0,4.0
Jupiler Pro League,1,19.0,Sint-Truiden,9,Standard Liège,10,7026,Drizzle,18.9,2023-07-30,Sunday,7,2023,2023/2024,3,Stayen,14600.0,Sint-Truiden,LIM,1.0,0.4812328767123288,110042.4,-0.321602259059782,65.9,1,0,Normal Time,Win,Loss,30,5.0,5.0,2.0
Jupiler Pro League,1,18.0,Club Brugge,4,KV Mechelen,8,19593,Drizzle,17.3,2023-07-30,Sunday,7,2023,2023/2024,3,Jan Breydel Stadion,29062.0,Bruges,VWV,0.0,0.6741793407198403,110042.4,-0.321602259059782,65.9,1,1,Normal Time,Draw,Draw,30,14.0,1.0,4.0
Jupiler Pro League,2,20.0,Standard Liège,12,Union SG,2,19923,Clear or mostly clear,18.2,2023-08-04,Friday,8,2023,2023/2024,3,Stade Maurice Dufrasne,27670.0,Liège,LIE,0.0,0.7200216841344417,110042.4,-0.321602259059782,65.9,0,1,Normal Time,Loss,Win,4,9.0,5.0,3.0
